cliente_id;produto_id;quantidade;valor_total;data
1;184;4;0,0400;02/05/2023 00:00:00
1;185;6;0,0600;02/05/2023 00:00:00
1;186;3;0,0300;02/05/2023 00:00:00
1;187;6;0,0600;02/05/2023 00:00:00
1;188;3;0,0300;02/05/2023 00:00:00
1;189;2;0,0200;02/05/2023 00:00:00
1;190;5;0,0500;02/05/2023 00:00:00
1;191;2;0,0200;02/05/2023 00:00:00
1;194;10;0,1000;02/05/2023 00:00:00
1;195;20;0,2000;02/05/2023 00:00:00
1;197;5;0,0500;02/05/2023 00:00:00
1;198;4;0,0400;02/05/2023 00:00:00
1;199;5;0,0500;02/05/2023 00:00:00
1;201;1;0,0100;02/05/2023 00:00:00
1;202;8;0,0800;02/05/2023 00:00:00
1;203;2;0,0200;02/05/2023 00:00:00
1;206;6;0,0600;02/05/2023 00:00:00
1;207;20;0,2000;02/05/2023 00:00:00
1;208;36;0,3600;02/05/2023 00:00:00
1;209;41;0,4100;02/05/2023 00:00:00
1;210;40;0,3999;02/05/2023 00:00:00
1;211;34;0,3399;02/05/2023 00:00:00
1;212;36;0,3599;02/05/2023 00:00:00
1;213;5;0,0500;02/05/2023 00:00:00
1;215;34;0,3400;02/05/2023 00:00:00
1;216;7;0,0700;02/05/2023 00:00:00
1;217;3;0,0300;02/05/2023 00:00:00
1;218;57;0,5700;02/05/2023 00:00:00
1;220;107;1,0700;02/05/2023 00:00:00
1;221;52;0,5200;02/05/2023 00:00:00
1;222;38;0,3800;02/05/2023 00:00:00
1;223;15;0,1500;02/05/2023 00:00:00
1;224;13;0,1300;02/05/2023 00:00:00
1;225;20;0,2000;02/05/2023 00:00:00
1;227;31;0,3099;02/05/2023 00:00:00
1;228;17;0,1700;02/05/2023 00:00:00
1;229;92;0,9200;02/05/2023 00:00:00
1;230;6;0,0600;02/05/2023 00:00:00
1;231;8;0,0800;02/05/2023 00:00:00
1;232;16;0,1602;02/05/2023 00:00:00
1;233;160;1,6000;02/05/2023 00:00:00
1;234;61;0,6100;02/05/2023 00:00:00
1;235;15;0,1500;02/05/2023 00:00:00
1;236;5;0,0500;02/05/2023 00:00:00
1;240;5;0,0500;02/05/2023 00:00:00
1;244;2;0,0200;02/05/2023 00:00:00
1;246;1;0,0100;02/05/2023 00:00:00
1;247;1;0,0100;02/05/2023 00:00:00
1;248;3;0,0300;02/05/2023 00:00:00
1;249;6;0,0600;02/05/2023 00:00:00
1;251;3;0,0300;02/05/2023 00:00:00
1;252;2;0,0200;02/05/2023 00:00:00
1;253;3;0,0300;02/05/2023 00:00:00
1;255;11;0,1099;02/05/2023 00:00:00
1;256;5;0,0500;02/05/2023 00:00:00
1;257;1;0,0100;02/05/2023 00:00:00
1;259;1;0,0100;02/05/2023 00:00:00
1;261;2;0,0200;02/05/2023 00:00:00
1;262;4;0,0400;02/05/2023 00:00:00
1;264;1;0,0100;02/05/2023 00:00:00
1;265;1;0,0100;02/05/2023 00:00:00
1;266;1;0,0100;02/05/2023 00:00:00
1;270;2;0,0200;02/05/2023 00:00:00
1;271;1;0,0100;02/05/2023 00:00:00
1;273;2;0,0200;02/05/2023 00:00:00
1;282;1;0,0100;02/05/2023 00:00:00
1;285;1;0,0100;02/05/2023 00:00:00
1;287;1;0,0100;02/05/2023 00:00:00
1;288;2;0,0200;02/05/2023 00:00:00
1;291;2;0,0200;02/05/2023 00:00:00
1;292;4;0,0399;02/05/2023 00:00:00
1;293;1;0,0100;02/05/2023 00:00:00
1;294;1;0,0100;02/05/2023 00:00:00
1;295;2;0,0200;02/05/2023 00:00:00
1;296;1;0,0100;02/05/2023 00:00:00
1;303;6;0,0600;02/05/2023 00:00:00
1;309;5;0,0500;02/05/2023 00:00:00
1;310;12;0,1200;02/05/2023 00:00:00
1;311;7;0,0700;02/05/2023 00:00:00
1;312;1;0,0100;02/05/2023 00:00:00
1;313;1;0,0100;02/05/2023 00:00:00
1;314;1;0,0100;02/05/2023 00:00:00
1;316;1;0,0100;02/05/2023 00:00:00
1;317;4;0,0400;02/05/2023 00:00:00
1;319;5;0,0500;02/05/2023 00:00:00
1;324;2;0,0200;02/05/2023 00:00:00
1;325;2;0,0200;02/05/2023 00:00:00
1;326;1;0,0100;02/05/2023 00:00:00
1;327;1;0,0100;02/05/2023 00:00:00
1;328;1;0,0100;02/05/2023 00:00:00
1;329;2;0,0200;02/05/2023 00:00:00
1;332;1;0,0100;02/05/2023 00:00:00
1;333;1;0,0100;02/05/2023 00:00:00
1;334;4;0,0400;02/05/2023 00:00:00
1;335;3;0,0300;02/05/2023 00:00:00
1;337;1;0,0100;02/05/2023 00:00:00
1;338;5;0,0500;02/05/2023 00:00:00
1;339;3;0,0300;02/05/2023 00:00:00
1;340;1;0,0100;02/05/2023 00:00:00
1;341;1;0,0100;02/05/2023 00:00:00
1;346;2;0,0200;02/05/2023 00:00:00
1;347;2;0,0200;02/05/2023 00:00:00
1;348;3;0,0300;02/05/2023 00:00:00
1;349;3;0,0300;02/05/2023 00:00:00
1;351;1;0,0100;02/05/2023 00:00:00
1;358;1;0,0100;02/05/2023 00:00:00
1;360;2;0,0200;02/05/2023 00:00:00
1;362;2;0,0200;02/05/2023 00:00:00
1;363;5;0,0500;02/05/2023 00:00:00
1;364;4;0,0400;02/05/2023 00:00:00
1;365;1;0,0100;02/05/2023 00:00:00
1;366;2;0,0200;02/05/2023 00:00:00
1;367;2;0,0200;02/05/2023 00:00:00
1;368;4;0,0400;02/05/2023 00:00:00
1;369;1;0,0100;02/05/2023 00:00:00
1;372;1;0,0100;02/05/2023 00:00:00
1;373;7;0,0700;02/05/2023 00:00:00
1;374;2;0,0200;02/05/2023 00:00:00
1;375;1;0,0100;02/05/2023 00:00:00
1;378;2;0,0200;02/05/2023 00:00:00
1;379;1;0,0100;02/05/2023 00:00:00
1;381;1;0,0100;02/05/2023 00:00:00
1;382;1;0,0100;02/05/2023 00:00:00
1;383;1;0,0100;02/05/2023 00:00:00
1;387;1;0,0100;02/05/2023 00:00:00
1;390;3;0,0300;02/05/2023 00:00:00
1;391;1;0,0100;02/05/2023 00:00:00
1;392;1;0,0100;02/05/2023 00:00:00
1;393;1;0,0100;02/05/2023 00:00:00
1;394;1;0,0100;02/05/2023 00:00:00
1;396;1;0,0100;02/05/2023 00:00:00
1;397;1;0,0100;02/05/2023 00:00:00
1;398;1;0,0100;02/05/2023 00:00:00
1;399;2;0,0200;02/05/2023 00:00:00
1;400;4;0,0400;02/05/2023 00:00:00
1;402;1;0,0100;02/05/2023 00:00:00
1;404;1;0,0100;02/05/2023 00:00:00
1;417;2;0,0200;02/05/2023 00:00:00
1;418;1;0,0100;02/05/2023 00:00:00
1;419;1;0,0100;02/05/2023 00:00:00
1;420;1;0,0100;02/05/2023 00:00:00
1;421;1;0,0100;02/05/2023 00:00:00
1;422;2;0,0200;02/05/2023 00:00:00
1;423;1;0,0100;02/05/2023 00:00:00
1;424;1;0,0100;02/05/2023 00:00:00
1;425;2;0,0200;02/05/2023 00:00:00
1;426;2;0,0200;02/05/2023 00:00:00
1;433;1;0,0100;02/05/2023 00:00:00
1;434;1;0,0100;02/05/2023 00:00:00
1;435;2;0,0200;02/05/2023 00:00:00
1;436;3;0,0300;02/05/2023 00:00:00
1;437;4;0,0400;02/05/2023 00:00:00
1;438;2;0,0200;02/05/2023 00:00:00
1;442;2;0,0200;02/05/2023 00:00:00
1;444;1;0,0100;02/05/2023 00:00:00
1;445;3;0,0300;02/05/2023 00:00:00
1;447;2;0,0200;02/05/2023 00:00:00
1;448;6;0,0600;02/05/2023 00:00:00
1;449;1;0,0100;02/05/2023 00:00:00
1;455;2;0,0200;02/05/2023 00:00:00
1;456;3;0,0300;02/05/2023 00:00:00
1;458;1;0,0100;02/05/2023 00:00:00
1;460;2;0,0200;02/05/2023 00:00:00
1;461;1;0,0100;02/05/2023 00:00:00
1;462;3;0,0300;02/05/2023 00:00:00
1;465;1;0,0100;02/05/2023 00:00:00
1;466;1;0,0100;02/05/2023 00:00:00
1;467;2;0,0200;02/05/2023 00:00:00
1;470;1;0,0100;02/05/2023 00:00:00
1;471;1;0,0100;02/05/2023 00:00:00
1;472;5;0,0499;02/05/2023 00:00:00
1;473;4;0,0400;02/05/2023 00:00:00
1;476;1;0,0100;02/05/2023 00:00:00
1;477;1;0,0100;02/05/2023 00:00:00
1;478;4;0,0400;02/05/2023 00:00:00
1;479;2;0,0200;02/05/2023 00:00:00
1;480;2;0,0200;02/05/2023 00:00:00
1;482;8;0,0800;02/05/2023 00:00:00
1;483;3;0,0300;02/05/2023 00:00:00
1;485;2;0,0200;02/05/2023 00:00:00
1;488;1;0,0100;02/05/2023 00:00:00
1;490;2;0,0200;02/05/2023 00:00:00
1;492;1;0,0100;02/05/2023 00:00:00
1;494;2;0,0200;02/05/2023 00:00:00
1;497;1;0,0100;02/05/2023 00:00:00
1;500;1;0,0100;02/05/2023 00:00:00
1;501;5;0,0500;02/05/2023 00:00:00
1;502;1;0,0100;02/05/2023 00:00:00
1;504;4;0,0400;02/05/2023 00:00:00
1;505;39;0,3899;02/05/2023 00:00:00
1;507;3;0,0300;02/05/2023 00:00:00
1;514;12;0,1200;02/05/2023 00:00:00
1;515;10;0,1000;02/05/2023 00:00:00
1;517;2;0,0200;02/05/2023 00:00:00
1;520;2;0,0200;02/05/2023 00:00:00
1;521;2;0,0200;02/05/2023 00:00:00
1;522;2;0,0200;02/05/2023 00:00:00
1;523;3;0,0300;02/05/2023 00:00:00
1;524;24;0,2400;02/05/2023 00:00:00
1;525;30;0,3000;02/05/2023 00:00:00
1;529;2;0,0200;02/05/2023 00:00:00
1;534;2;0,0200;02/05/2023 00:00:00
1;536;3;0,0300;02/05/2023 00:00:00
1;538;4;0,0400;02/05/2023 00:00:00
1;539;1;0,0100;02/05/2023 00:00:00
1;540;6;0,0600;02/05/2023 00:00:00
1;541;8;0,0800;02/05/2023 00:00:00
1;542;4;0,0400;02/05/2023 00:00:00
1;549;7;0,0700;02/05/2023 00:00:00
1;563;1;0,0100;02/05/2023 00:00:00
1;567;5;0,0500;02/05/2023 00:00:00
1;568;5;0,0500;02/05/2023 00:00:00
1;569;7;0,0700;02/05/2023 00:00:00
1;570;7;0,0700;02/05/2023 00:00:00
1;571;13;0,1300;02/05/2023 00:00:00
1;572;4;0,0400;02/05/2023 00:00:00
1;575;8;0,0800;02/05/2023 00:00:00
1;577;1;0,0100;02/05/2023 00:00:00
1;578;3;0,0299;02/05/2023 00:00:00
1;579;5;0,0500;02/05/2023 00:00:00
1;580;2;0,0200;02/05/2023 00:00:00
1;581;2;0,0200;02/05/2023 00:00:00
1;582;16;0,1600;02/05/2023 00:00:00
1;583;4;0,0400;02/05/2023 00:00:00
1;584;2;0,0200;02/05/2023 00:00:00
1;585;3;0,0300;02/05/2023 00:00:00
1;586;5;0,0500;02/05/2023 00:00:00
1;589;3026;30,2600;02/05/2023 00:00:00
1;591;2717;27,1700;02/05/2023 00:00:00
1;592;1939;19,3900;02/05/2023 00:00:00
1;593;2444;24,4400;02/05/2023 00:00:00
1;594;1621;16,2100;02/05/2023 00:00:00
1;595;2732;27,3200;02/05/2023 00:00:00
1;602;1;0,0100;02/05/2023 00:00:00
1;603;1;0,0100;02/05/2023 00:00:00
1;604;1;0,0100;02/05/2023 00:00:00
1;605;5;0,0500;02/05/2023 00:00:00
1;606;1;0,0100;02/05/2023 00:00:00
1;607;1;0,0100;02/05/2023 00:00:00
1;608;1;0,0100;02/05/2023 00:00:00
1;609;1;0,0100;02/05/2023 00:00:00
1;610;14;0,1400;02/05/2023 00:00:00
1;612;7;0,0700;02/05/2023 00:00:00
1;613;2;0,0200;02/05/2023 00:00:00
1;614;2;0,0200;02/05/2023 00:00:00
1;618;1;0,0100;02/05/2023 00:00:00
1;625;2;0,0200;02/05/2023 00:00:00
1;626;3;0,0300;02/05/2023 00:00:00
1;637;50;0,5000;02/05/2023 00:00:00
1;638;16;0,1600;02/05/2023 00:00:00
1;651;6;0,0600;02/05/2023 00:00:00
1;659;20;0,2000;02/05/2023 00:00:00
1;660;18;0,1800;02/05/2023 00:00:00
1;661;6;0,0600;02/05/2023 00:00:00
1;662;6;0,0600;02/05/2023 00:00:00
1;663;13;0,1300;02/05/2023 00:00:00
1;665;32;0,3203;02/05/2023 00:00:00
1;670;12;0,1200;02/05/2023 00:00:00
1;671;1;0,0100;02/05/2023 00:00:00
1;683;2;0,0200;02/05/2023 00:00:00
1;687;8;0,0800;02/05/2023 00:00:00
1;688;8;0,0800;02/05/2023 00:00:00
1;689;5;0,0500;02/05/2023 00:00:00
1;690;8;0,0800;02/05/2023 00:00:00
1;691;5;0,0500;02/05/2023 00:00:00
1;692;6;0,0600;02/05/2023 00:00:00
1;693;4;0,0400;02/05/2023 00:00:00
1;694;7;0,0700;02/05/2023 00:00:00
1;695;1;0,0101;02/05/2023 00:00:00
1;696;3;0,0300;02/05/2023 00:00:00
1;698;7;0,0700;02/05/2023 00:00:00
1;700;4;0,0400;02/05/2023 00:00:00
1;702;4;0,0400;02/05/2023 00:00:00
1;703;3;0,0300;02/05/2023 00:00:00
1;707;5;0,0500;02/05/2023 00:00:00
1;708;10;0,1000;02/05/2023 00:00:00
1;709;4;0,0400;02/05/2023 00:00:00
1;710;1;0,0156;02/05/2023 00:00:00
1;711;1;0,0100;02/05/2023 00:00:00
1;712;41;0,4099;02/05/2023 00:00:00
1;713;16;0,1600;02/05/2023 00:00:00
1;716;212;2,1200;02/05/2023 00:00:00
1;718;15;0,1500;02/05/2023 00:00:00
1;731;6;0,0600;02/05/2023 00:00:00
1;733;2;0,0200;02/05/2023 00:00:00
1;734;4;0,0400;02/05/2023 00:00:00
1;736;180;1,8000;02/05/2023 00:00:00
1;737;43;0,4300;02/05/2023 00:00:00
1;740;4;0,0400;02/05/2023 00:00:00
1;743;120;1,2000;02/05/2023 00:00:00
1;744;45;0,4500;02/05/2023 00:00:00
1;747;2;0,0200;02/05/2023 00:00:00
1;750;2;0,0200;02/05/2023 00:00:00
1;754;62;0,6200;02/05/2023 00:00:00
1;755;17;0,1700;02/05/2023 00:00:00
1;756;11;0,1100;02/05/2023 00:00:00
1;757;39;0,3900;02/05/2023 00:00:00
1;759;21;0,2100;02/05/2023 00:00:00
1;760;5;0,0500;02/05/2023 00:00:00
1;761;9;0,0900;02/05/2023 00:00:00
1;762;6;0,0600;02/05/2023 00:00:00
1;769;2;0,0199;02/05/2023 00:00:00
1;770;3;0,0298;02/05/2023 00:00:00
1;771;8;0,0800;02/05/2023 00:00:00
1;773;14;0,1400;02/05/2023 00:00:00
1;776;5;0,0500;02/05/2023 00:00:00
1;777;6;0,0600;02/05/2023 00:00:00
1;778;109;1,0900;02/05/2023 00:00:00
1;779;5;0,0500;02/05/2023 00:00:00
1;783;3;0,0300;02/05/2023 00:00:00
1;799;11;0,1100;02/05/2023 00:00:00
1;804;73;0,7300;02/05/2023 00:00:00
1;808;127;1,2700;02/05/2023 00:00:00
1;809;42;0,4200;02/05/2023 00:00:00
1;810;5;0,0500;02/05/2023 00:00:00
1;815;5;0,0500;02/05/2023 00:00:00
1;817;378;3,7800;02/05/2023 00:00:00
1;818;300;3,0000;02/05/2023 00:00:00
1;821;346;3,4600;02/05/2023 00:00:00
1;822;54;0,5400;02/05/2023 00:00:00
1;826;12;0,1200;02/05/2023 00:00:00
1;834;2;0,0200;02/05/2023 00:00:00
1;835;4;0,0400;02/05/2023 00:00:00
1;836;4;0,0400;02/05/2023 00:00:00
1;837;9;0,0900;02/05/2023 00:00:00
1;838;5;0,0500;02/05/2023 00:00:00
1;839;3;0,0300;02/05/2023 00:00:00
1;840;1;0,0100;02/05/2023 00:00:00
1;842;3;0,0300;02/05/2023 00:00:00
1;845;2;0,0200;02/05/2023 00:00:00
1;846;3;0,0300;02/05/2023 00:00:00
1;847;4;0,0400;02/05/2023 00:00:00
1;848;8;0,0800;02/05/2023 00:00:00
1;852;3;0,0300;02/05/2023 00:00:00
1;853;4;0,0400;02/05/2023 00:00:00
1;854;1;0,0100;02/05/2023 00:00:00
1;855;5;0,0500;02/05/2023 00:00:00
1;856;1;0,0100;02/05/2023 00:00:00
1;857;1;0,0100;02/05/2023 00:00:00
1;859;3;0,0300;02/05/2023 00:00:00
1;860;22;0,2200;02/05/2023 00:00:00
1;861;4;0,0400;02/05/2023 00:00:00
1;862;5;0,0500;02/05/2023 00:00:00
1;863;4;0,0400;02/05/2023 00:00:00
1;864;1;0,0100;02/05/2023 00:00:00
1;865;4;0,0400;02/05/2023 00:00:00
1;866;5;0,0500;02/05/2023 00:00:00
1;872;27;0,2700;02/05/2023 00:00:00
1;873;19;0,1900;02/05/2023 00:00:00
1;876;15;0,1500;02/05/2023 00:00:00
1;877;12;0,1200;02/05/2023 00:00:00
1;878;37;0,3700;02/05/2023 00:00:00
1;879;93;0,9300;02/05/2023 00:00:00
1;880;17;0,1700;02/05/2023 00:00:00
1;881;1;0,0100;02/05/2023 00:00:00
1;890;1;0,0100;02/05/2023 00:00:00
1;891;10;0,1000;02/05/2023 00:00:00
1;892;4;0,0400;02/05/2023 00:00:00
1;893;5;0,0500;02/05/2023 00:00:00
1;895;2;0,0200;02/05/2023 00:00:00
1;897;22;0,2200;02/05/2023 00:00:00
1;899;1;0,0100;02/05/2023 00:00:00
1;911;3;0,0300;02/05/2023 00:00:00
1;913;6;0,0600;02/05/2023 00:00:00
1;914;2;0,0200;02/05/2023 00:00:00
1;915;15;0,1500;02/05/2023 00:00:00
1;916;1;0,0100;02/05/2023 00:00:00
1;917;2;0,0200;02/05/2023 00:00:00
1;918;5;0,0500;02/05/2023 00:00:00
1;919;1;0,0100;02/05/2023 00:00:00
1;921;10;0,0999;02/05/2023 00:00:00
1;922;4;0,0400;02/05/2023 00:00:00
1;923;6;0,0600;02/05/2023 00:00:00
1;924;1;0,0100;02/05/2023 00:00:00
1;928;2;0,0200;02/05/2023 00:00:00
1;929;2;0,0200;02/05/2023 00:00:00
1;930;8;0,0800;02/05/2023 00:00:00
1;931;34;0,3400;02/05/2023 00:00:00
1;932;83;0,8300;02/05/2023 00:00:00
1;934;2;0,0200;02/05/2023 00:00:00
1;935;7;0,0700;02/05/2023 00:00:00
1;936;3;0,0300;02/05/2023 00:00:00
1;937;2;0,0200;02/05/2023 00:00:00
1;938;3;0,0300;02/05/2023 00:00:00
1;939;3;0,0300;02/05/2023 00:00:00
1;940;5;0,0500;02/05/2023 00:00:00
1;941;1;0,0100;02/05/2023 00:00:00
1;942;9;0,0901;02/05/2023 00:00:00
1;943;4;0,0400;02/05/2023 00:00:00
1;944;3;0,0300;02/05/2023 00:00:00
1;945;1;0,0100;02/05/2023 00:00:00
1;946;4;0,0400;02/05/2023 00:00:00
1;947;6;0,0601;02/05/2023 00:00:00
1;948;10;0,1001;02/05/2023 00:00:00
1;949;3;0,0300;02/05/2023 00:00:00
1;950;6;0,0600;02/05/2023 00:00:00
1;951;4;0,0400;02/05/2023 00:00:00
1;952;2;0,0200;02/05/2023 00:00:00
1;953;2;0,0200;02/05/2023 00:00:00
1;954;2;0,0200;02/05/2023 00:00:00
1;955;1;0,0100;02/05/2023 00:00:00
1;956;3;0,0300;02/05/2023 00:00:00
1;958;4;0,0400;02/05/2023 00:00:00
1;959;4;0,0400;02/05/2023 00:00:00
1;960;4;0,0400;02/05/2023 00:00:00
1;961;7;0,0700;02/05/2023 00:00:00
1;962;57;0,5700;02/05/2023 00:00:00
1;963;20;0,2000;02/05/2023 00:00:00
1;964;8;0,0800;02/05/2023 00:00:00
1;966;29;0,2900;02/05/2023 00:00:00
1;967;38;0,3799;02/05/2023 00:00:00
1;968;6;0,0600;02/05/2023 00:00:00
1;970;10;0,1000;02/05/2023 00:00:00
1;971;20;0,2000;02/05/2023 00:00:00
1;972;10;0,1000;02/05/2023 00:00:00
1;973;8;0,0800;02/05/2023 00:00:00
1;974;10;0,1000;02/05/2023 00:00:00
1;975;12;0,1200;02/05/2023 00:00:00
1;976;4700;46,9921;02/05/2023 00:00:00
1;986;2;0,0200;02/05/2023 00:00:00
1;987;3;0,0300;02/05/2023 00:00:00
1;988;7;0,0700;02/05/2023 00:00:00
1;989;3;0,0300;02/05/2023 00:00:00
1;990;4;0,0400;02/05/2023 00:00:00
1;991;3;0,0300;02/05/2023 00:00:00
1;997;2;0,0200;02/05/2023 00:00:00
1;998;2;0,0200;02/05/2023 00:00:00
1;999;6;0,0600;02/05/2023 00:00:00
1;1000;4;0,0400;02/05/2023 00:00:00
1;1001;4;0,0400;02/05/2023 00:00:00
1;1004;1;0,0100;02/05/2023 00:00:00
1;1006;2;0,0200;02/05/2023 00:00:00
1;1007;8;0,0800;02/05/2023 00:00:00
1;1008;3;0,0300;02/05/2023 00:00:00
1;1011;3;0,0300;02/05/2023 00:00:00
1;1013;5;0,0499;02/05/2023 00:00:00
1;1014;6;0,0600;02/05/2023 00:00:00
1;1015;3;0,0300;02/05/2023 00:00:00
1;1017;19;0,1900;02/05/2023 00:00:00
1;1018;5;0,0500;02/05/2023 00:00:00
1;1019;8;0,0798;02/05/2023 00:00:00
1;1024;5;0,0500;02/05/2023 00:00:00
1;1025;11;0,1099;02/05/2023 00:00:00
1;1026;6;0,0600;02/05/2023 00:00:00
1;1030;2;0,0200;02/05/2023 00:00:00
1;1031;10;0,1000;02/05/2023 00:00:00
1;1032;4;0,0400;02/05/2023 00:00:00
1;1033;3;0,0300;02/05/2023 00:00:00
1;1034;1;0,0100;02/05/2023 00:00:00
1;1038;7;0,0700;02/05/2023 00:00:00
1;1039;6;0,0600;02/05/2023 00:00:00
1;1040;9;0,0900;02/05/2023 00:00:00
1;1041;10;0,0999;02/05/2023 00:00:00
1;1042;3;0,0300;02/05/2023 00:00:00
1;1043;23;0,2299;02/05/2023 00:00:00
1;1045;100;1,0000;02/05/2023 00:00:00
1;1046;5;0,0500;02/05/2023 00:00:00
1;1048;1;0,0100;02/05/2023 00:00:00
1;1050;1;0,0100;02/05/2023 00:00:00
1;1052;125;1,2500;02/05/2023 00:00:00
1;1053;1;0,0100;02/05/2023 00:00:00
1;1056;1;0,0100;02/05/2023 00:00:00
1;1057;6;0,0601;02/05/2023 00:00:00
1;1058;9;0,0900;02/05/2023 00:00:00
1;1059;1;0,0100;02/05/2023 00:00:00
1;1060;4;0,0400;02/05/2023 00:00:00
1;1061;2;0,0200;02/05/2023 00:00:00
1;1062;3;0,0300;02/05/2023 00:00:00
1;1065;2;0,0200;02/05/2023 00:00:00
1;1066;7;0,0700;02/05/2023 00:00:00
1;1071;4;0,0400;02/05/2023 00:00:00
1;1072;3;0,0300;02/05/2023 00:00:00
1;1073;4;0,0400;02/05/2023 00:00:00
1;1078;3;0,0300;02/05/2023 00:00:00
1;1081;3;0,0300;02/05/2023 00:00:00
1;1083;31;0,3099;02/05/2023 00:00:00
1;1084;18;0,1800;02/05/2023 00:00:00
1;1085;2;0,0200;02/05/2023 00:00:00
1;1086;88;0,8800;02/05/2023 00:00:00
1;1088;48;0,4799;02/05/2023 00:00:00
